Product_en;Amount_pcs;Price;Date
Tin;7;713,00;2024-08-12
Stationery;28;2767,00;2024-08-12
Viking jewelry;9;2174,10;2024-08-12
Jigsaw puzzles;4;1036,00;2024-08-12
License plate;21;2463,30;2024-08-12
Wine cork;5;550,00;2024-08-12
Walking stick badge;1;69,00;2024-08-12
Coin;52;4100,10;2024-08-12
Pocket knife;21;2919,00;2024-08-12
Boxer;29;4031,00;2024-08-12
Souvenirs;3;159,30;2024-08-13
Trolls;2;278,00;2024-08-13
Books;2;378,00;2024-08-13
Food;6;834,00;2024-08-13
Softshell;6;5124,30;2024-08-13
Troll magnet;10;770,00;2024-08-13
Fluffy socks;5;725,00;2024-08-13
Christmas;9;928,00;2024-08-13
Hat;1;90,30;2024-08-13
Candy/Chocolate;14;954,30;2024-08-13
T-shirt;9;2571,30;2024-08-13
Socks;8;1027,00;2024-08-13
Keychain;11;789,00;2024-08-13
Cap;1;179,00;2024-08-13
Combijacket;3;1790,11;2024-08-13
Hoodie;3;1347,00;2024-08-13
Nordkapp book;3;507,00;2024-08-13
Magnet;49;3501,00;2024-08-13
Snow globe;1;129,00;2024-08-13
Ny Form Troll;2;378,50;2024-08-13
Woolen sweater;1;824,50;2024-08-13
Sticker/Patch;14;576,10;2024-08-13
Mug;5;825,00;2024-08-13
Shot glass;4;326,00;2024-08-13
Soft toy;7;1743,00;2024-08-13
Postcard;20;200,00;2024-08-13
Jewelry;2;78,00;2024-08-13
Rain jacket;2;1693,30;2024-08-13
Viking;1;239,00;2024-08-13
Kitchen;2;218,00;2024-08-13
Post stamp;12;372,00;2024-08-13
Headband;1;159,00;2024-08-13
Children;1;139,00;2024-08-13
Buff;2;158,00;2024-08-13
Bag;17;56,00;2024-08-13
Pen/Pencil;4;312,00;2024-08-13
Thermobottle;2;457,30;2024-08-13
Lighter;2;63,00;2024-08-13
Nordkapp figure;1;99,00;2024-08-13
Bottle cap;3;297,00;2024-08-13
Plaid;1;599,00;2024-08-13
Insulation jacket;1;1199,00;2024-08-13
Stationery;2;138,00;2024-08-13
Coin;2;118,50;2024-08-13
Pocket knife;3;417,00;2024-08-13
Souvenirs;71;4939,70;2024-08-14
Trolls;35;5208,00;2024-08-14
Books;44;7096,00;2024-08-14
Figures;10;4900,00;2024-08-14
Various;10;660,00;2024-08-14
Food;27;2784,00;2024-08-14
Softshell;24;21576,00;2024-08-14
Down jacket;2;1538,60;2024-08-14
Mocca Fleece;14;9786,00;2024-08-14
Troll magnet;68;5206,10;2024-08-14
Fluffy socks;56;8340,00;2024-08-14
Christmas;218;24925,00;2024-08-14
Hat;57;8642,00;2024-08-14
Candy/Chocolate;53;4719,00;2024-08-14
T-shirt;97;27833,00;2024-08-14
Socks;45;5408,00;2024-08-14
Keychain;88;6427,50;2024-08-14
Cap;33;5277,00;2024-08-14
Combijacket;3;2247,00;2024-08-14
Hoodie;26;11724,00;2024-08-14
Nordkapp book;8;1352,00;2024-08-14
Magnet;424;31046,30;2024-08-14
Glassware;6;1055,10;2024-08-14
Snow globe;10;1090,00;2024-08-14
Ny Form Troll;24;6842,00;2024-08-14
Woolen sweater;4;8846,00;2024-08-14
Gloves/Mittens;2;358,00;2024-08-14
Sticker/Patch;53;2447,00;2024-08-14
Mug;18;2756,00;2024-08-14
Shot glass;20;1186,00;2024-08-14
Soft toy;26;5896,00;2024-08-14
Postcard;602;6184,00;2024-08-14
Jewelry;23;4487,00;2024-08-14
Hybrid jacket;3;2247,00;2024-08-14
Rain jacket;5;5245,00;2024-08-14
Pin;36;1764,00;2024-08-14
Shawl/Scarf;8;1705,00;2024-08-14
Napkins;23;1587,00;2024-08-14
Teddy fleece;4;2596,00;2024-08-14
Winter jacket;1;1609,30;2024-08-14
Viking;12;2530,00;2024-08-14
Kitchen;15;1725,00;2024-08-14
Post stamp;255;7971,00;2024-08-14
Headband;11;1509,00;2024-08-14
Children;19;2891,00;2024-08-14
Buff;20;1580,00;2024-08-14
Bag;171;566,70;2024-08-14
Woolen hat;6;4644,00;2024-08-14
Woolen scarf;4;3196,00;2024-08-14
Reindeer products;10;3430,00;2024-08-14
Thimble;12;600,00;2024-08-14
Pen/Pencil;49;3229,00;2024-08-14
Thermobottle;4;1076,00;2024-08-14
Lighter;15;1431,00;2024-08-14
Card Deck;3;208,00;2024-08-14
Nordkapp figure;46;5014,00;2024-08-14
Pile fleece;5;2836,20;2024-08-14
Bottle cap;16;1584,00;2024-08-14
Slate;1;139,00;2024-08-14
Enamel mug;1;159,00;2024-08-14
Tin;1;99,00;2024-08-14
Stationery;4;597,00;2024-08-14
Viking jewelry;2;538,00;2024-08-14
Jigsaw puzzles;3;777,00;2024-08-14
License plate;5;595,00;2024-08-14
Walking stick badge;2;138,00;2024-08-14
Coin;31;2448,00;2024-08-14
Pocket knife;2;278,00;2024-08-14
Boxer;4;556,00;2024-08-14
Souvenirs;17;1677,00;2024-08-15
Trolls;4;536,00;2024-08-15
Books;10;1420,00;2024-08-15
Various;4;217,00;2024-08-15
Food;10;1021,00;2024-08-15
Softshell;2;1798,00;2024-08-15
Mocca Fleece;1;699,00;2024-08-15
Troll magnet;25;1343,00;2024-08-15
Fluffy socks;5;867,00;2024-08-15
Christmas;43;4483,00;2024-08-15
Hat;21;2819,00;2024-08-15
Candy/Chocolate;21;1923,00;2024-08-15
T-shirt;21;5889,00;2024-08-15
Socks;17;2024,00;2024-08-15
Keychain;34;2446,00;2024-08-15
Cap;10;1720,00;2024-08-15
Combijacket;1;749,00;2024-08-15
Hoodie;7;3243,00;2024-08-15
Nordkapp book;2;338,00;2024-08-15
Magnet;95;7056,00;2024-08-15
Snow globe;5;405,00;2024-08-15
Ny Form Troll;6;1914,00;2024-08-15
Woolen sweater;1;1999,00;2024-08-15
Gloves/Mittens;2;398,00;2024-08-15
Sticker/Patch;64;2431,00;2024-08-15
Mug;12;1346,00;2024-08-15
Shot glass;12;840,00;2024-08-15
Soft toy;7;1214,00;2024-08-15
Postcard;108;1080,00;2024-08-15
Jewelry;1;299,00;2024-08-15
Pants;2;1798,00;2024-08-15
Hybrid jacket;2;1998,00;2024-08-15
Rain jacket;2;1948,00;2024-08-15
Pin;7;343,00;2024-08-15
Shawl/Scarf;6;1434,00;2024-08-15
Napkins;8;552,00;2024-08-15
Teddy fleece;3;1947,00;2024-08-15
Viking;4;393,00;2024-08-15
Kitchen;6;684,00;2024-08-15
Fleece jacket;2;1398,00;2024-08-15
Post stamp;35;1085,00;2024-08-15
Headband;3;357,00;2024-08-15
Children;2;268,50;2024-08-15
Buff;5;395,00;2024-08-15
Bag;45;144,00;2024-08-15
Woolen scarf;1;799,00;2024-08-15
Pen/Pencil;6;444,00;2024-08-15
Lighter;5;561,00;2024-08-15
Card Deck;3;177,00;2024-08-15
Nordkapp figure;13;1427,00;2024-08-15
Bottle cap;8;792,00;2024-08-15
Tin;1;239,00;2024-08-15
Stationery;2;438,00;2024-08-15
Viking jewelry;1;269,00;2024-08-15
License plate;1;119,00;2024-08-15
Coin;7;553,00;2024-08-15
Pocket knife;3;417,00;2024-08-15
Boxer;2;278,00;2024-08-15
Souvenirs;64;6005,00;2024-08-16
Trolls;42;5519,00;2024-08-16
Clothes;1;479,00;2024-08-16
Books;33;5047,00;2024-08-16
Figures;4;716,00;2024-08-16
Various;4;496,00;2024-08-16
Food;45;4728,00;2024-08-16
Softshell;14;12586,00;2024-08-16
Down jacket;1;769,30;2024-08-16
Mocca Fleece;11;7689,00;2024-08-16
Troll magnet;89;6915,20;2024-08-16
Fluffy socks;53;7459,00;2024-08-16
Christmas;212;24742,00;2024-08-16
Hat;36;5194,00;2024-08-16
Candy/Chocolate;70;4310,00;2024-08-16
T-shirt;126;36254,20;2024-08-16
Socks;55;6814,00;2024-08-16
Keychain;73;5806,40;2024-08-16
Cap;36;5904,00;2024-08-16
Combijacket;3;2247,00;2024-08-16
Hoodie;33;14717,00;2024-08-16
Nordkapp book;13;2197,00;2024-08-16
Magnet;172;12282,20;2024-08-16
Glassware;3;318,00;2024-08-16
Snow globe;11;819,00;2024-08-16
Ny Form Troll;26;7980,00;2024-08-16
Woolen sweater;1;3299,00;2024-08-16
Gloves/Mittens;7;1321,60;2024-08-16
Sticker/Patch;40;1611,00;2024-08-16
Mug;22;2868,00;2024-08-16
Shot glass;25;1835,00;2024-08-16
Soft toy;30;6231,10;2024-08-16
Postcard;135;1355,00;2024-08-16
Jewelry;16;3844,00;2024-08-16
Pants;5;4495,00;2024-08-16
Hybrid jacket;2;1748,00;2024-08-16
Rain jacket;7;6693,00;2024-08-16
Pin;29;1421,00;2024-08-16
Shawl/Scarf;14;2088,00;2024-08-16
Napkins;31;2139,00;2024-08-16
Easter;2;250,60;2024-08-16
Teddy fleece;5;3245,00;2024-08-16
Viking;17;3631,00;2024-08-16
Kitchen;15;1745,00;2024-08-16
Post stamp;44;1454,00;2024-08-16
Headband;9;1131,00;2024-08-16
Children;11;1589,00;2024-08-16
Buff;22;1738,00;2024-08-16
Bag;203;674,00;2024-08-16
Woolen hat;6;4744,00;2024-08-16
Woolen scarf;7;4003,00;2024-08-16
Reindeer products;4;3458,50;2024-08-16
Thimble;12;600,00;2024-08-16
Pen/Pencil;31;2379,00;2024-08-16
Thermobottle;5;1345,00;2024-08-16
Lighter;5;354,30;2024-08-16
Card Deck;5;275,00;2024-08-16
Glasses case;2;258,00;2024-08-16
Nordkapp figure;21;2359,00;2024-08-16
Pile fleece;3;1797,00;2024-08-16
Bottle cap;15;1485,00;2024-08-16
Tin;4;406,30;2024-08-16
Stationery;6;987,00;2024-08-16
Viking jewelry;6;1614,00;2024-08-16
License plate;5;583,10;2024-08-16
Coin;38;3002,00;2024-08-16
Pocket knife;10;1390,00;2024-08-16
Boxer;4;556,00;2024-08-16
Souvenirs;4;296,00;2024-08-17
Trolls;11;1729,30;2024-08-17
Books;13;2167,00;2024-08-17
Figures;1;519,00;2024-08-17
Various;2;158,00;2024-08-17
Food;26;2394,00;2024-08-17
Softshell;7;6293,00;2024-08-17
Mocca Fleece;2;1398,00;2024-08-17
Troll magnet;12;940,10;2024-08-17
Fluffy socks;14;2017,00;2024-08-17
Christmas;44;6723,00;2024-08-17
Hat;19;2760,30;2024-08-17
Candy/Chocolate;5;395,00;2024-08-17
T-shirt;54;14936,30;2024-08-17
Socks;19;2880,00;2024-08-17
Keychain;25;1894,30;2024-08-17
Cap;9;1291,00;2024-08-17
Combijacket;1;749,00;2024-08-17
Hoodie;10;4640,00;2024-08-17
Nordkapp book;4;676,00;2024-08-17
Magnet;54;3876,50;2024-08-17
Glassware;1;189,00;2024-08-17
Snow globe;1;49,00;2024-08-17
Ny Form Troll;5;1532,20;2024-08-17
Woolen sweater;5;14995,00;2024-08-17
Gloves/Mittens;1;199,00;2024-08-17
Sticker/Patch;30;1151,00;2024-08-17
Mug;8;1142,00;2024-08-17
Shot glass;6;416,00;2024-08-17
Soft toy;6;1344,00;2024-08-17
Postcard;52;520,00;2024-08-17
Jewelry;8;2522,00;2024-08-17
Pants;2;1798,00;2024-08-17
Hybrid jacket;2;1748,00;2024-08-17
Rain jacket;2;1948,00;2024-08-17
Pin;7;343,00;2024-08-17
Shawl/Scarf;6;1554,00;2024-08-17
Napkins;3;207,00;2024-08-17
Teddy fleece;3;1947,00;2024-08-17
Viking;9;1401,00;2024-08-17
Kitchen;9;991,00;2024-08-17
Fleece jacket;1;699,00;2024-08-17
Post stamp;19;673,00;2024-08-17
Headband;2;198,00;2024-08-17
Children;5;705,00;2024-08-17
Buff;1;79,00;2024-08-17
Bag;40;150,00;2024-08-17
Woolen hat;3;2213,00;2024-08-17
Woolen scarf;3;1437,00;2024-08-17
Pen/Pencil;2;138,00;2024-08-17
Thermobottle;2;538,00;2024-08-17
Lighter;3;387,00;2024-08-17
Card Deck;1;50,00;2024-08-17
Nordkapp figure;6;604,00;2024-08-17
Pile fleece;1;559,30;2024-08-17
Bottle cap;2;198,00;2024-08-17
Insulation jacket;1;1199,00;2024-08-17
Viking jewelry;1;242,10;2024-08-17
License plate;3;357,00;2024-08-17
Coin;8;632,00;2024-08-17
Pocket knife;5;695,00;2024-08-17
Boxer;4;556,00;2024-08-17
Souvenirs;3;247,00;2024-08-18
Figures;1;179,00;2024-08-18
Troll magnet;3;217,00;2024-08-18
Christmas;1;99,00;2024-08-18
Hat;2;328,00;2024-08-18
T-shirt;2;568,00;2024-08-18
Keychain;6;207,00;2024-08-18
Cap;1;149,00;2024-08-18
Hoodie;4;1946,00;2024-08-18
Magnet;8;552,00;2024-08-18
Ny Form Troll;1;279,00;2024-08-18
Sticker/Patch;3;143,00;2024-08-18
Mug;1;99,00;2024-08-18
Shot glass;4;332,00;2024-08-18
Soft toy;2;538,00;2024-08-18
Postcard;2;20,00;2024-08-18
Pin;3;147,00;2024-08-18
Bag;4;12,00;2024-08-18
Thermobottle;1;269,00;2024-08-18
Nordkapp figure;2;298,00;2024-08-18
Pile fleece;2;1158,30;2024-08-18
Slate;1;139,00;2024-08-18
License plate;1;119,00;2024-08-18
Wine cork;1;110,00;2024-08-18
Boxer;3;417,00;2024-08-18
Souvenirs;6;1005,00;2024-08-19
Books;1;149,00;2024-08-19
Various;1;699,00;2024-08-19
Food;8;996,00;2024-08-19
Softshell;2;1528,30;2024-08-19
Troll magnet;6;474,00;2024-08-19
Fluffy socks;1;139,00;2024-08-19
Christmas;9;533,00;2024-08-19
Hat;4;526,00;2024-08-19
Candy/Chocolate;1;79,00;2024-08-19
T-shirt;8;2362,00;2024-08-19
Socks;3;359,00;2024-08-19
Keychain;8;552,00;2024-08-19
Cap;1;149,00;2024-08-19
Magnet;20;1500,00;2024-08-19
Snow globe;1;129,00;2024-08-19
Ny Form Troll;2;888,00;2024-08-19
Gloves/Mittens;2;401,30;2024-08-19
Sticker/Patch;6;252,00;2024-08-19
Mug;2;239,00;2024-08-19
Shot glass;2;178,00;2024-08-19
Postcard;32;320,00;2024-08-19
Jewelry;4;1326,00;2024-08-19
Pants;3;2697,00;2024-08-19
Rain jacket;3;2292,30;2024-08-19
Pin;3;147,00;2024-08-19
Teddy fleece;1;649,00;2024-08-19
Post stamp;15;465,00;2024-08-19
Headband;1;159,00;2024-08-19
Buff;5;395,00;2024-08-19
Bag;10;34,00;2024-08-19
Woolen hat;1;849,00;2024-08-19
Insulation jacket;1;1199,00;2024-08-19
Walking stick badge;1;69,00;2024-08-19
Pocket knife;1;139,00;2024-08-19
Souvenirs;2;238,00;2024-08-20
Trolls;2;318,00;2024-08-20
Food;7;544,00;2024-08-20
Softshell;1;899,00;2024-08-20
Mocca Fleece;3;2097,00;2024-08-20
Troll magnet;1;79,00;2024-08-20
Fluffy socks;2;278,00;2024-08-20
Christmas;11;980,00;2024-08-20
Hat;3;397,00;2024-08-20
T-shirt;9;2561,00;2024-08-20
Socks;7;766,00;2024-08-20
Keychain;4;306,00;2024-08-20
Hoodie;6;2694,00;2024-08-20
Magnet;17;1243,00;2024-08-20
Gloves/Mittens;1;199,00;2024-08-20
Sticker/Patch;11;465,00;2024-08-20
Shot glass;3;195,00;2024-08-20
Soft toy;1;169,00;2024-08-20
Postcard;18;209,00;2024-08-20
Kitchen;1;99,00;2024-08-20
Fleece jacket;1;699,00;2024-08-20
Post stamp;7;217,00;2024-08-20
Children;2;278,00;2024-08-20
Buff;9;711,00;2024-08-20
Bag;9;31,00;2024-08-20
Woolen hat;1;799,00;2024-08-20
Reindeer products;1;1500,00;2024-08-20
Pen/Pencil;1;99,00;2024-08-20
Nordkapp figure;3;207,00;2024-08-20
Tin;1;99,00;2024-08-20
Viking jewelry;3;587,00;2024-08-20
License plate;1;119,00;2024-08-20
Wine cork;1;110,00;2024-08-20
Boxer;3;417,00;2024-08-20
Souvenirs;26;2420,00;2024-08-21
Trolls;20;3124,00;2024-08-21
Books;19;2751,00;2024-08-21
Figures;4;3016,00;2024-08-21
Food;32;3240,70;2024-08-21
Softshell;14;12186,00;2024-08-21
Mocca Fleece;5;3495,00;2024-08-21
Troll magnet;20;1580,00;2024-08-21
Fluffy socks;21;2909,00;2024-08-21
Christmas;91;10434,00;2024-08-21
Hat;55;7985,00;2024-08-21
Candy/Chocolate;32;2373,20;2024-08-21
T-shirt;44;12946,10;2024-08-21
Socks;50;6503,20;2024-08-21
Keychain;50;3733,20;2024-08-21
Cap;9;1507,30;2024-08-21
Combijacket;4;2996,00;2024-08-21
Hoodie;14;6551,30;2024-08-21
Nordkapp book;10;1690,00;2024-08-21
Magnet;199;14254,80;2024-08-21
Glassware;10;1800,00;2024-08-21
Snow globe;5;525,00;2024-08-21
Ny Form Troll;15;5305,00;2024-08-21
Woolen sweater;5;11195,00;2024-08-21
Sticker/Patch;61;2596,30;2024-08-21
Mug;19;2419,10;2024-08-21
Shot glass;19;1365,00;2024-08-21
Soft toy;8;1602,00;2024-08-21
Postcard;233;2330,00;2024-08-21
Jewelry;19;4621,00;2024-08-21
Pants;2;1798,00;2024-08-21
Hybrid jacket;2;1498,00;2024-08-21
Rain jacket;8;11292,00;2024-08-21
Pin;14;686,00;2024-08-21
Shawl/Scarf;8;1604,00;2024-08-21
Napkins;7;483,00;2024-08-21
Teddy fleece;3;1947,00;2024-08-21
Viking;5;1153,10;2024-08-21
Kitchen;9;1061,00;2024-08-21
Fleece jacket;1;699,00;2024-08-21
Post stamp;71;2201,00;2024-08-21
Headband;9;1191,00;2024-08-21
Children;4;566,00;2024-08-21
Buff;11;861,10;2024-08-21
Bag;90;306,00;2024-08-21
Woolen hat;7;5383,00;2024-08-21
Woolen scarf;4;2766,00;2024-08-21
Reindeer products;1;399,00;2024-08-21
Thimble;2;100,00;2024-08-21
Pen/Pencil;12;944,00;2024-08-21
Thermobottle;1;269,00;2024-08-21
Lighter;14;1638,00;2024-08-21
Glasses case;3;387,00;2024-08-21
Nordkapp figure;26;2644,00;2024-08-21
Pile fleece;2;1198,00;2024-08-21
Bottle cap;7;673,20;2024-08-21
Plaid;1;1499,00;2024-08-21
Insulation jacket;2;2398,00;2024-08-21
Tin;6;864,00;2024-08-21
Stationery;1;110,00;2024-08-21
Viking jewelry;3;807,00;2024-08-21
Jigsaw puzzles;1;259,00;2024-08-21
Walking stick badge;4;276,00;2024-08-21
Coin;26;2054,00;2024-08-21
Pocket knife;7;973,00;2024-08-21
Boxer;3;417,00;2024-08-21
Souvenirs;4;266,00;2024-08-22
Trolls;1;139,00;2024-08-22
Books;1;99,00;2024-08-22
Various;1;49,00;2024-08-22
Food;21;2619,00;2024-08-22
Softshell;3;2697,00;2024-08-22
Troll magnet;3;237,00;2024-08-22
Fluffy socks;1;149,00;2024-08-22
Christmas;15;1925,00;2024-08-22
Hat;8;1132,00;2024-08-22
Candy/Chocolate;2;158,00;2024-08-22
T-shirt;12;3438,00;2024-08-22
Socks;7;915,00;2024-08-22
Keychain;6;414,00;2024-08-22
Hoodie;2;898,00;2024-08-22
Magnet;21;1499,00;2024-08-22
Glassware;1;249,50;2024-08-22
Ny Form Troll;2;708,00;2024-08-22
Woolen sweater;1;1999,00;2024-08-22
Gloves/Mittens;1;199,00;2024-08-22
Sticker/Patch;14;503,00;2024-08-22
Mug;1;99,00;2024-08-22
Shot glass;2;98,00;2024-08-22
Soft toy;1;239,00;2024-08-22
Postcard;31;310,00;2024-08-22
Jewelry;3;1097,00;2024-08-22
Hybrid jacket;1;749,00;2024-08-22
Pin;1;49,00;2024-08-22
Viking;1;179,00;2024-08-22
Kitchen;4;436,00;2024-08-22
Post stamp;8;248,00;2024-08-22
Headband;2;198,00;2024-08-22
Children;1;189,00;2024-08-22
Buff;1;79,00;2024-08-22
Bag;8;27,00;2024-08-22
Thimble;2;100,00;2024-08-22
Card Deck;1;79,00;2024-08-22
Stationery;1;49,00;2024-08-22
Coin;2;158,00;2024-08-22
Souvenirs;5;749,80;2024-08-23
Trolls;3;337,00;2024-08-23
Clothes;1;479,00;2024-08-23
Books;11;2229,00;2024-08-23
Figures;2;358,00;2024-08-23
Various;1;69,00;2024-08-23
Food;15;1820,00;2024-08-23
Softshell;1;899,00;2024-08-23
Troll magnet;4;316,00;2024-08-23
Fluffy socks;3;437,00;2024-08-23
Christmas;44;3006,00;2024-08-23
Hat;8;1042,00;2024-08-23
Candy/Chocolate;10;736,00;2024-08-23
T-shirt;12;3458,00;2024-08-23
Socks;13;1635,00;2024-08-23
Keychain;6;414,00;2024-08-23
Cap;4;606,00;2024-08-23
Hoodie;4;2246,00;2024-08-23
Nordkapp book;5;845,00;2024-08-23
Magnet;74;5326,00;2024-08-23
Glassware;1;169,00;2024-08-23
Snow globe;1;89,00;2024-08-23
Ny Form Troll;7;2453,00;2024-08-23
Woolen sweater;2;6098,00;2024-08-23
Gloves/Mittens;1;189,00;2024-08-23
Sticker/Patch;28;1272,00;2024-08-23
Mug;1;104,30;2024-08-23
Shot glass;9;573,00;2024-08-23
Soft toy;2;398,00;2024-08-23
Postcard;82;820,00;2024-08-23
Jewelry;3;377,00;2024-08-23
Rain jacket;1;1099,00;2024-08-23
Pin;5;245,00;2024-08-23
Shawl/Scarf;7;833,00;2024-08-23
Napkins;1;69,00;2024-08-23
Teddy fleece;1;649,00;2024-08-23
Kitchen;2;218,00;2024-08-23
Post stamp;69;2139,00;2024-08-23
Headband;1;159,00;2024-08-23
Buff;1;79,00;2024-08-23
Bag;30;104,00;2024-08-23
Woolen hat;3;2847,00;2024-08-23
Woolen scarf;1;849,50;2024-08-23
Reindeer products;1;399,00;2024-08-23
Pen/Pencil;2;114,00;2024-08-23
Thermobottle;2;538,00;2024-08-23
Lighter;1;129,00;2024-08-23
Nordkapp figure;4;396,00;2024-08-23
Bottle cap;1;99,00;2024-08-23
Slate;3;417,00;2024-08-23
Viking jewelry;1;449,00;2024-08-23
Coin;4;316,00;2024-08-23
Pocket knife;2;278,00;2024-08-23
Boxer;1;139,00;2024-08-23
Souvenirs;76;8191,10;2024-08-24
Trolls;68;9789,20;2024-08-24
Books;39;6496,30;2024-08-24
Figures;5;2095,00;2024-08-24
Various;22;2109,00;2024-08-24
Food;95;8549,00;2024-08-24
Softshell;33;29467,00;2024-08-24
Mocca Fleece;6;4194,00;2024-08-24
Troll magnet;129;9750,80;2024-08-24
Fluffy socks;47;6744,00;2024-08-24
Christmas;172;18830,00;2024-08-24
Hat;94;13886,00;2024-08-24
Candy/Chocolate;59;3738,30;2024-08-24
T-shirt;95;27865,20;2024-08-24
Socks;72;8521,00;2024-08-24
Keychain;184;13841,50;2024-08-24
Cap;26;4184,00;2024-08-24
Combijacket;8;5842,20;2024-08-24
Hoodie;78;34882,20;2024-08-24
Nordkapp book;24;4056,00;2024-08-24
Magnet;533;38653,30;2024-08-24
Glassware;9;1561,50;2024-08-24
Snow globe;11;1219,00;2024-08-24
Ny Form Troll;43;14135,30;2024-08-24
Woolen sweater;1;1649,00;2024-08-24
Gloves/Mittens;4;816,00;2024-08-24
Sticker/Patch;39;1840,20;2024-08-24
Mug;37;4456,10;2024-08-24
Shot glass;53;3822,10;2024-08-24
Soft toy;20;4030,00;2024-08-24
Postcard;609;6292,00;2024-08-24
Jewelry;16;3124,00;2024-08-24
Pants;1;899,00;2024-08-24
Hybrid jacket;2;1498,00;2024-08-24
Rain jacket;3;3047,00;2024-08-24
Pin;45;2165,80;2024-08-24
Shawl/Scarf;19;3095,00;2024-08-24
Napkins;4;276,00;2024-08-24
Teddy fleece;2;1298,00;2024-08-24
Winter jacket;2;4148,00;2024-08-24
Viking;26;4492,00;2024-08-24
Kitchen;26;2974,00;2024-08-24
Fleece jacket;2;1398,00;2024-08-24
Post stamp;306;9492,00;2024-08-24
Children;22;3358,00;2024-08-24
Buff;27;2133,00;2024-08-24
Bag;259;897,30;2024-08-24
Woolen hat;10;8430,00;2024-08-24
Woolen scarf;9;6821,00;2024-08-24
Reindeer products;6;7899,00;2024-08-24
Thimble;17;850,00;2024-08-24
Pen/Pencil;98;7500,00;2024-08-24
Thermobottle;3;807,00;2024-08-24
Lighter;20;2483,10;2024-08-24
Card Deck;21;1450,10;2024-08-24
Glasses case;7;903,00;2024-08-24
Nordkapp figure;88;8772,00;2024-08-24
Pile fleece;8;4692,40;2024-08-24
Bottle cap;16;1584,00;2024-08-24
Slate;4;576,00;2024-08-24
Plaid;2;2548,00;2024-08-24
Tin;12;1528,00;2024-08-24
Stationery;7;853,00;2024-08-24
Viking jewelry;16;4612,20;2024-08-24
Jigsaw puzzles;3;777,00;2024-08-24
License plate;2;238,00;2024-08-24
Wine cork;5;595,00;2024-08-24
Walking stick badge;6;414,00;2024-08-24
Coin;51;4029,00;2024-08-24
Pocket knife;11;1529,00;2024-08-24
Boxer;17;2363,00;2024-08-24
Souvenirs;2;188,00;2024-08-25
Trolls;2;358,00;2024-08-25
Books;1;149,00;2024-08-25
Food;6;624,00;2024-08-25
Softshell;1;899,00;2024-08-25
Troll magnet;3;237,00;2024-08-25
Christmas;5;415,00;2024-08-25
Hat;2;308,00;2024-08-25
Candy/Chocolate;9;541,00;2024-08-25
T-shirt;6;1694,00;2024-08-25
Socks;1;110,00;2024-08-25
Keychain;4;276,00;2024-08-25
Cap;3;437,00;2024-08-25
Nordkapp book;2;338,00;2024-08-25
Magnet;27;2023,00;2024-08-25
Gloves/Mittens;3;757,00;2024-08-25
Sticker/Patch;4;187,00;2024-08-25
Shot glass;2;130,00;2024-08-25
Soft toy;1;110,00;2024-08-25
Postcard;25;250,00;2024-08-25
Pants;1;899,00;2024-08-25
Hybrid jacket;1;749,00;2024-08-25
Pin;1;49,00;2024-08-25
Viking;2;275,80;2024-08-25
Kitchen;4;476,00;2024-08-25
Post stamp;16;592,00;2024-08-25
Buff;1;79,00;2024-08-25
Bag;8;26,10;2024-08-25
Lighter;2;258,00;2024-08-25
Nordkapp figure;2;198,00;2024-08-25
Stationery;1;49,00;2024-08-25
Pocket knife;1;139,00;2024-08-25
Souvenirs;3;367,30;2024-08-26
Books;1;159,00;2024-08-26
Various;4;196,00;2024-08-26
Food;3;248,00;2024-08-26
Softshell;5;4495,00;2024-08-26
Troll magnet;3;237,00;2024-08-26
Fluffy socks;1;139,00;2024-08-26
Christmas;6;706,00;2024-08-26
Hat;5;685,00;2024-08-26
T-shirt;2;598,00;2024-08-26
Combijacket;1;749,00;2024-08-26
Hoodie;1;699,00;2024-08-26
Magnet;15;1135,00;2024-08-26
Ny Form Troll;3;1257,00;2024-08-26
Sticker/Patch;10;409,00;2024-08-26
Mug;1;139,00;2024-08-26
Shot glass;1;65,00;2024-08-26
Postcard;22;220,00;2024-08-26
Jewelry;1;39,00;2024-08-26
Pin;2;98,00;2024-08-26
Teddy fleece;1;649,00;2024-08-26
Post stamp;7;247,00;2024-08-26
Buff;2;158,00;2024-08-26
Bag;8;25,00;2024-08-26
Nordkapp figure;1;69,00;2024-08-26
Pile fleece;1;599,00;2024-08-26
Souvenirs;14;1263,40;2024-08-27
Trolls;9;1131,00;2024-08-27
Books;6;984,00;2024-08-27
Figures;2;358,00;2024-08-27
Various;5;332,70;2024-08-27
Food;39;4430,00;2024-08-27
Softshell;12;10788,00;2024-08-27
Mocca Fleece;2;1398,00;2024-08-27
Troll magnet;15;1145,00;2024-08-27
Fluffy socks;26;3724,00;2024-08-27
Christmas;47;5026,00;2024-08-27
Hat;20;2796,10;2024-08-27
Candy/Chocolate;21;1363,00;2024-08-27
T-shirt;22;6458,00;2024-08-27
Socks;28;3812,00;2024-08-27
Keychain;33;2377,00;2024-08-27
Cap;11;1869,00;2024-08-27
Combijacket;6;4494,00;2024-08-27
Hoodie;7;3143,00;2024-08-27
Nordkapp book;6;1014,00;2024-08-27
Magnet;85;6197,40;2024-08-27
Glassware;1;249,50;2024-08-27
Snow globe;4;356,00;2024-08-27
Ny Form Troll;8;2962,00;2024-08-27
